name,latitude,longitude,weight,type
1483,41.85392,-87.6651,348,potential
1484,41.85892,-87.6651,302,potential
1485,41.86392,-87.6651,255,potential
1486,41.86892,-87.6651,159,potential
1487,41.87392,-87.6651,99,potential
1488,41.87892,-87.6651,145,potential
1489,41.88392,-87.6651,198,potential
1490,41.88892,-87.6651,288,potential
1491,41.89392,-87.6651,339,potential
1492,41.89892,-87.6651,434,potential
1493,41.90392,-87.6651,531,potential
1494,41.90892,-87.6651,531,potential
1495,41.91392,-87.6651,516,potential
1496,41.91892,-87.6651,372,potential
1497,41.92392,-87.6651,299,potential
1498,41.92892,-87.6651,233,potential
1499,41.93392,-87.6651,206,potential
1500,41.93892,-87.6651,183,potential
1501,41.94392,-87.6651,303,potential
1502,41.94892,-87.6651,314,potential
1503,41.95392,-87.6651,363,potential
1504,41.95892,-87.6651,404,potential
1505,41.96392,-87.6651,495,potential
1506,41.96892,-87.6651,515,potential
1507,41.97392,-87.6651,575,potential
1508,41.97892,-87.6651,730,potential
1509,41.98392,-87.6651,688,potential
1510,41.98892,-87.6651,696,potential
1511,41.99392,-87.6651,780,potential
1512,41.99892,-87.6651,799,potential
1513,42.00392,-87.6651,903,potential
1514,42.00892,-87.6651,956,potential
1515,42.01392,-87.6651,946,potential
1516,42.01892,-87.6651,1015,potential
1517,41.67392,-87.6601,1372,potential
1518,41.67892,-87.6601,1335,potential
1519,41.68392,-87.6601,1378,potential
1520,41.68892,-87.6601,1293,potential
1521,41.69392,-87.6601,1263,potential
1522,41.69892,-87.6601,1404,potential
1523,41.70392,-87.6601,1372,potential
1524,41.70892,-87.6601,773,potential
1525,41.71392,-87.6601,736,potential
1526,41.71892,-87.6601,779,potential
1527,41.72392,-87.6601,694,potential
1528,41.72892,-87.6601,665,potential
1529,41.73392,-87.6601,806,potential
1530,41.73892,-87.6601,774,potential
1531,41.74392,-87.6601,741,potential
1532,41.74892,-87.6601,666,potential
1533,41.75392,-87.6601,803,potential
1534,41.75892,-87.6601,897,potential
1535,41.76392,-87.6601,824,potential
1536,41.76892,-87.6601,775,potential
1537,41.77392,-87.6601,753,potential
1538,41.77892,-87.6601,700,potential
1539,41.78392,-87.6601,618,potential
1540,41.78892,-87.6601,539,potential
1541,41.79392,-87.6601,474,potential
1542,41.79892,-87.6601,421,potential
1543,41.80392,-87.6601,385,potential
1544,41.80892,-87.6601,353,potential
1545,41.81392,-87.6601,334,potential
1546,41.81892,-87.6601,375,potential
1547,41.82392,-87.6601,380,potential
1548,41.82892,-87.6601,498,potential
1549,41.83392,-87.6601,442,potential
1550,41.83892,-87.6601,478,potential
1551,41.84392,-87.6601,444,potential
1552,41.84892,-87.6601,433,potential
1553,41.85392,-87.6601,404,potential
1554,41.85892,-87.6601,368,potential
1555,41.86392,-87.6601,314,potential
1556,41.86892,-87.6601,231,potential
1557,41.87392,-87.6601,186,potential
1558,41.87892,-87.6601,198,potential
1559,41.88392,-87.6601,234,potential
1560,41.88892,-87.6601,286,potential
1561,41.89392,-87.6601,365,potential
1562,41.89892,-87.6601,357,potential
1563,41.90392,-87.6601,554,potential
1564,41.90892,-87.6601,477,potential
1565,41.91392,-87.6601,506,potential
1566,41.91892,-87.6601,359,potential
1567,41.92392,-87.6601,278,potential
1568,41.92892,-87.6601,182,potential
1569,41.93392,-87.6601,146,potential
1570,41.93892,-87.6601,146,potential
1571,41.94392,-87.6601,242,potential
1572,41.94892,-87.6601,279,potential
1573,41.95392,-87.6601,380,potential
1574,41.95892,-87.6601,496,potential
1575,41.96392,-87.6601,466,potential
1576,41.96892,-87.6601,475,potential
1577,41.97392,-87.6601,532,potential
1578,41.97892,-87.6601,596,potential
1579,41.98392,-87.6601,654,potential
1580,41.98892,-87.6601,631,potential
1581,41.99392,-87.6601,684,potential
1582,41.99892,-87.6601,866,potential
1583,42.00392,-87.6601,847,potential
1584,42.00892,-87.6601,911,potential
1585,41.67392,-87.6551,1395,potential
1586,41.67892,-87.6551,1382,potential
1587,41.68392,-87.6551,1400,potential
1588,41.68892,-87.6551,1349,potential
1589,41.69392,-87.6551,1319,potential
1590,41.69892,-87.6551,1296,potential
1591,41.70392,-87.6551,1341,potential
1592,41.70892,-87.6551,976,potential
1593,41.71392,-87.6551,800,potential
1594,41.71892,-87.6551,802,potential
1595,41.72392,-87.6551,750,potential
1596,41.72892,-87.6551,721,potential
1597,41.73392,-87.6551,698,potential
1598,41.73892,-87.6551,742,potential
1599,41.74392,-87.6551,659,potential
1600,41.74892,-87.6551,720,potential
1601,41.75392,-87.6551,728,potential
1602,41.75892,-87.6551,826,potential
1603,41.76392,-87.6551,809,potential
1604,41.76892,-87.6551,698,potential
1605,41.77392,-87.6551,707,potential
1606,41.77892,-87.6551,633,potential
1607,41.78392,-87.6551,567,potential
1608,41.78892,-87.6551,505,potential
1609,41.79392,-87.6551,457,potential
1610,41.79892,-87.6551,405,potential
1611,41.80392,-87.6551,326,potential
1612,41.80892,-87.6551,339,potential
1613,41.81392,-87.6551,235,potential
1614,41.81892,-87.6551,281,potential
1615,41.82392,-87.6551,353,potential
1616,41.82892,-87.6551,358,potential
1617,41.83392,-87.6551,401,potential
1618,41.83892,-87.6551,564,potential
1619,41.84392,-87.6551,565,potential
1620,41.84892,-87.6551,496,potential
1621,41.85392,-87.6551,465,potential
1622,41.85892,-87.6551,396,potential
1623,41.86392,-87.6551,303,potential
1624,41.86892,-87.6551,257,potential
1625,41.87392,-87.6551,201,potential
1626,41.87892,-87.6551,257,potential
1627,41.88392,-87.6551,297,potential
1628,41.88892,-87.6551,315,potential
1629,41.89392,-87.6551,951,potential
1630,41.89892,-87.6551,418,potential
1631,41.90392,-87.6551,493,potential
1632,41.90892,-87.6551,611,potential
1633,41.91392,-87.6551,370,potential
1634,41.91892,-87.6551,295,potential
1635,41.92392,-87.6551,213,potential
1636,41.92892,-87.6551,134,potential
1637,41.93392,-87.6551,94,potential
1638,41.93892,-87.6551,81,potential
1639,41.94392,-87.6551,164,potential
1640,41.94892,-87.6551,221,potential
1641,41.95392,-87.6551,270,potential
1642,41.95892,-87.6551,335,potential
1643,41.96392,-87.6551,401,potential
1644,41.96892,-87.6551,479,potential
1645,41.97392,-87.6551,542,potential
1646,41.97892,-87.6551,534,potential
1647,41.98392,-87.6551,516,potential
1648,41.98892,-87.6551,569,potential
1649,41.99392,-87.6551,519,potential
1650,41.67392,-87.6501,696,potential
1651,41.67892,-87.6501,694,potential
1652,41.68392,-87.6501,711,potential
1653,41.68892,-87.6501,671,potential
1654,41.69392,-87.6501,718,potential
1655,41.69892,-87.6501,614,potential
1656,41.70392,-87.6501,547,potential
1657,41.70892,-87.6501,552,potential
1658,41.71392,-87.6501,383,potential
1659,41.71892,-87.6501,372,potential
1660,41.72392,-87.6501,283,potential
1661,41.72892,-87.6501,256,potential
1662,41.73392,-87.6501,187,potential
1663,41.73892,-87.6501,254,potential
1664,41.74392,-87.6501,324,potential
1665,41.74892,-87.6501,321,potential
1666,41.75392,-87.6501,394,potential
1667,41.75892,-87.6501,396,potential
1668,41.76392,-87.6501,364,potential
1669,41.76892,-87.6501,440,potential
1670,41.77392,-87.6501,453,potential
1671,41.77892,-87.6501,447,potential
1672,41.78392,-87.6501,533,potential
1673,41.78892,-87.6501,544,potential
1674,41.79392,-87.6501,544,potential
1675,41.79892,-87.6501,639,potential
1676,41.80392,-87.6501,595,potential
1677,41.80892,-87.6501,533,potential
1678,41.81392,-87.6501,599,potential
1679,41.81892,-87.6501,671,potential
1680,41.82392,-87.6501,663,potential
1681,41.82892,-87.6501,673,potential
1682,41.83392,-87.6501,702,potential
1683,41.83892,-87.6501,627,potential
1684,41.84392,-87.6501,667,potential
1685,41.84892,-87.6501,599,potential
1686,41.85392,-87.6501,522,potential
1687,41.85892,-87.6501,417,potential
1688,41.86392,-87.6501,380,potential
1689,41.86892,-87.6501,328,potential
1690,41.87392,-87.6501,303,potential
1691,41.87892,-87.6501,311,potential
1692,41.88392,-87.6501,320,potential
1693,41.88892,-87.6501,361,potential
1694,41.89392,-87.6501,426,potential
1695,41.89892,-87.6501,406,potential
1696,41.90392,-87.6501,468,potential
1697,41.90892,-87.6501,471,potential
1698,41.91392,-87.6501,372,potential
1699,41.91892,-87.6501,308,potential
1700,41.92392,-87.6501,229,potential
1701,41.92892,-87.6501,144,potential
1702,41.93392,-87.6501,97,potential
1703,41.93892,-87.6501,123,potential
1704,41.94392,-87.6501,186,potential
1705,41.94892,-87.6501,232,potential
1706,41.95392,-87.6501,285,potential
1707,41.95892,-87.6501,371,potential
1708,41.96392,-87.6501,445,potential
1709,41.96892,-87.6501,518,potential
1710,41.97392,-87.6501,446,potential
1711,41.97892,-87.6501,567,potential
1712,41.65892,-87.6451,537,potential
1713,41.67392,-87.6451,624,potential
1714,41.67892,-87.6451,742,potential
1715,41.68392,-87.6451,672,potential
1716,41.68892,-87.6451,609,potential
1717,41.69392,-87.6451,608,potential
1718,41.69892,-87.6451,549,potential
1719,41.70392,-87.6451,495,potential
1720,41.70892,-87.6451,435,potential
1721,41.71392,-87.6451,355,potential
1722,41.71892,-87.6451,315,potential
1723,41.72392,-87.6451,232,potential
1724,41.72892,-87.6451,196,potential
1725,41.73392,-87.6451,148,potential
1726,41.73892,-87.6451,196,potential
1727,41.74392,-87.6451,244,potential
1728,41.74892,-87.6451,281,potential
1729,41.75392,-87.6451,319,potential
1730,41.75892,-87.6451,315,potential
1731,41.76392,-87.6451,325,potential
1732,41.76892,-87.6451,391,potential
1733,41.77392,-87.6451,423,potential
1734,41.77892,-87.6451,415,potential
1735,41.78392,-87.6451,475,potential
1736,41.78892,-87.6451,472,potential
1737,41.79392,-87.6451,502,potential
1738,41.79892,-87.6451,586,potential
1739,41.80392,-87.6451,558,potential
1740,41.80892,-87.6451,447,potential
1741,41.81392,-87.6451,520,potential
1742,41.81892,-87.6451,616,potential
1743,41.82392,-87.6451,524,potential
1744,41.82892,-87.6451,680,potential
1745,41.83392,-87.6451,639,potential
1746,41.83892,-87.6451,634,potential
1747,41.84392,-87.6451,679,potential
1748,41.84892,-87.6451,624,potential
1749,41.85392,-87.6451,672,potential
1750,41.85892,-87.6451,408,potential
1751,41.86392,-87.6451,422,potential
1752,41.86892,-87.6451,460,potential
1753,41.87392,-87.6451,433,potential
1754,41.87892,-87.6451,392,potential
1755,41.88392,-87.6451,262,potential
1756,41.88892,-87.6451,388,potential
1757,41.89392,-87.6451,390,potential
1758,41.89892,-87.6451,433,potential
1759,41.90392,-87.6451,409,potential
1760,41.90892,-87.6451,486,potential
1761,41.91392,-87.6451,393,potential
1762,41.91892,-87.6451,353,potential
1763,41.92392,-87.6451,291,potential
1764,41.92892,-87.6451,178,potential
1765,41.93392,-87.6451,97,potential
1766,41.93892,-87.6451,136,potential
1767,41.94392,-87.6451,212,potential
1768,41.94892,-87.6451,265,potential
1769,41.95392,-87.6451,333,potential
1770,41.95892,-87.6451,484,potential
1771,41.96392,-87.6451,432,potential
1772,41.96892,-87.6451,467,potential
1773,41.65892,-87.6401,681,potential
1774,41.66392,-87.6401,622,potential
1775,41.66892,-87.6401,626,potential
1776,41.67392,-87.6401,641,potential
1777,41.67892,-87.6401,693,potential
1778,41.68392,-87.6401,644,potential
1779,41.68892,-87.6401,604,potential
1780,41.69392,-87.6401,569,potential
1781,41.69892,-87.6401,509,potential
1782,41.70392,-87.6401,486,potential
1783,41.70892,-87.6401,457,potential
1784,41.71392,-87.6401,377,potential
1785,41.71892,-87.6401,296,potential
1786,41.72392,-87.6401,189,potential
1787,41.72892,-87.6401,136,potential
1788,41.73392,-87.6401,115,potential
1789,41.73892,-87.6401,216,potential
1790,41.74392,-87.6401,211,potential
1791,41.74892,-87.6401,242,potential
1792,41.75392,-87.6401,348,potential
1793,41.75892,-87.6401,354,potential
1794,41.76392,-87.6401,281,potential
1795,41.76892,-87.6401,378,potential
1796,41.77392,-87.6401,363,potential
1797,41.77892,-87.6401,395,potential
1798,41.78392,-87.6401,421,potential
1799,41.78892,-87.6401,484,potential
1800,41.79392,-87.6401,476,potential
1801,41.79892,-87.6401,511,potential
1802,41.80392,-87.6401,553,potential
1803,41.80892,-87.6401,556,potential
1804,41.81392,-87.6401,592,potential
1805,41.81892,-87.6401,621,potential
1806,41.82392,-87.6401,598,potential
1807,41.82892,-87.6401,668,potential
1808,41.83392,-87.6401,707,potential
1809,41.83892,-87.6401,673,potential
1810,41.84392,-87.6401,648,potential
1811,41.84892,-87.6401,591,potential
1812,41.85392,-87.6401,487,potential
1813,41.85892,-87.6401,440,potential
1814,41.86392,-87.6401,393,potential
1815,41.86892,-87.6401,395,potential
1816,41.87392,-87.6401,322,potential
1817,41.87892,-87.6401,393,potential
1818,41.88392,-87.6401,316,potential
1819,41.88892,-87.6401,326,potential
1820,41.89392,-87.6401,303,potential
1821,41.89892,-87.6401,336,potential
1822,41.90392,-87.6401,367,potential
1823,41.90892,-87.6401,473,potential
1824,41.91392,-87.6401,438,potential
1825,41.91892,-87.6401,316,potential
1826,41.92392,-87.6401,276,potential
1827,41.92892,-87.6401,231,potential
1828,41.93392,-87.6401,210,potential
1829,41.93892,-87.6401,206,potential
1830,41.94392,-87.6401,429,potential
1831,41.94892,-87.6401,483,potential
1832,41.96392,-87.6401,516,potential
1833,41.65892,-87.6351,757,potential
1834,41.66392,-87.6351,682,potential
1835,41.66892,-87.6351,698,potential
1836,41.67392,-87.6351,645,potential
1837,41.67892,-87.6351,644,potential
1838,41.68392,-87.6351,603,potential
1839,41.68892,-87.6351,622,potential
1840,41.69392,-87.6351,576,potential
1841,41.69892,-87.6351,422,potential
1842,41.70392,-87.6351,421,potential
1843,41.70892,-87.6351,411,potential
1844,41.71392,-87.6351,339,potential
1845,41.71892,-87.6351,278,potential
1846,41.72392,-87.6351,185,potential
1847,41.72892,-87.6351,71,potential
1848,41.73392,-87.6351,32,potential
1849,41.73892,-87.6351,134,potential
1850,41.74392,-87.6351,171,potential
1851,41.74892,-87.6351,206,potential
1852,41.75392,-87.6351,252,potential
1853,41.75892,-87.6351,262,potential
1854,41.76392,-87.6351,247,potential
1855,41.76892,-87.6351,338,potential
1856,41.77392,-87.6351,322,potential
1857,41.77892,-87.6351,424,potential
1858,41.78392,-87.6351,409,potential
1859,41.78892,-87.6351,407,potential
1860,41.79392,-87.6351,430,potential
1861,41.79892,-87.6351,450,potential
1862,41.80392,-87.6351,550,potential
1863,41.80892,-87.6351,494,potential
1864,41.81392,-87.6351,579,potential
1865,41.81892,-87.6351,628,potential
1866,41.82392,-87.6351,698,potential
1867,41.82892,-87.6351,680,potential
1868,41.83392,-87.6351,641,potential
1869,41.83892,-87.6351,628,potential
1870,41.84392,-87.6351,670,potential
1871,41.84892,-87.6351,595,potential
1872,41.85392,-87.6351,663,potential
1873,41.85892,-87.6351,536,potential
1874,41.86392,-87.6351,487,potential
1875,41.86892,-87.6351,356,potential
1876,41.87392,-87.6351,348,potential
1877,41.87892,-87.6351,323,potential
1878,41.88392,-87.6351,281,potential
1879,41.88892,-87.6351,292,potential
1880,41.89392,-87.6351,202,potential
1881,41.89892,-87.6351,303,potential
1882,41.90392,-87.6351,314,potential
1883,41.90892,-87.6351,368,potential
1884,41.91392,-87.6351,368,potential
1885,41.91892,-87.6351,373,potential
1886,41.92392,-87.6351,317,potential
1887,41.92892,-87.6351,262,potential
1888,41.93392,-87.6351,268,potential
1889,41.93892,-87.6351,301,potential
1890,41.94392,-87.6351,540,potential
1891,41.96392,-87.6351,571,potential
1892,41.65892,-87.6301,700,potential
1893,41.66392,-87.6301,664,potential
1894,41.66892,-87.6301,623,potential
1895,41.67392,-87.6301,594,potential
1896,41.67892,-87.6301,579,potential
1897,41.68392,-87.6301,509,potential
1898,41.68892,-87.6301,523,potential
1899,41.69392,-87.6301,495,potential
1900,41.69892,-87.6301,382,potential
1901,41.70392,-87.6301,430,potential
1902,41.70892,-87.6301,435,potential
1903,41.71392,-87.6301,328,potential
1904,41.71892,-87.6301,216,potential
1905,41.72392,-87.6301,266,potential
1906,41.72892,-87.6301,101,potential
1907,41.73392,-87.6301,76,potential
1908,41.73892,-87.6301,164,potential
1909,41.74392,-87.6301,189,potential
1910,41.74892,-87.6301,212,potential
1911,41.75392,-87.6301,189,potential
1912,41.75892,-87.6301,284,potential
1913,41.76392,-87.6301,232,potential
1914,41.76892,-87.6301,621,potential
1915,41.77392,-87.6301,601,potential
1916,41.77892,-87.6301,380,potential
1917,41.78392,-87.6301,430,potential
1918,41.78892,-87.6301,406,potential
1919,41.79392,-87.6301,496,potential
1920,41.79892,-87.6301,458,potential
1921,41.80392,-87.6301,462,potential
1922,41.80892,-87.6301,414,potential
1923,41.81392,-87.6301,484,potential
1924,41.81892,-87.6301,523,potential
1925,41.82392,-87.6301,583,potential
1926,41.82892,-87.6301,562,potential
1927,41.83392,-87.6301,539,potential
1928,41.83892,-87.6301,521,potential
1929,41.84392,-87.6301,658,potential
1930,41.84892,-87.6301,613,potential
1931,41.85392,-87.6301,536,potential
1932,41.85892,-87.6301,484,potential
1933,41.86392,-87.6301,425,potential
1934,41.86892,-87.6301,479,potential
1935,41.87392,-87.6301,386,potential
1936,41.87892,-87.6301,315,potential
1937,41.88392,-87.6301,225,potential
1938,41.88892,-87.6301,201,potential
1939,41.89392,-87.6301,127,potential
1940,41.89892,-87.6301,229,potential
1941,41.90392,-87.6301,246,potential
1942,41.90892,-87.6301,289,potential
1943,41.91392,-87.6301,343,potential
1944,41.91892,-87.6301,340,potential
1945,41.92392,-87.6301,349,potential
1946,41.66392,-87.6251,614,potential
1947,41.66892,-87.6251,553,potential
1948,41.67392,-87.6251,597,potential
1949,41.67892,-87.6251,479,potential
1950,41.68392,-87.6251,449,potential
1951,41.68892,-87.6251,536,potential
1952,41.69392,-87.6251,553,potential
1953,41.69892,-87.6251,433,potential
1954,41.70392,-87.6251,288,potential
1955,41.70892,-87.6251,265,potential
1956,41.71392,-87.6251,251,potential
1957,41.71892,-87.6251,242,potential
1958,41.72392,-87.6251,229,potential
1959,41.72892,-87.6251,249,potential
1960,41.73392,-87.6251,228,potential
1961,41.73892,-87.6251,208,potential
1962,41.74392,-87.6251,234,potential
1963,41.74892,-87.6251,185,potential
1964,41.75392,-87.6251,154,potential
1965,41.75892,-87.6251,130,potential
1966,41.76392,-87.6251,192,potential
1967,41.76892,-87.6251,261,potential
1968,41.77392,-87.6251,304,potential
1969,41.77892,-87.6251,329,potential
1970,41.78392,-87.6251,395,potential
1971,41.78892,-87.6251,441,potential
1972,41.79392,-87.6251,448,potential
1973,41.79892,-87.6251,501,potential
1974,41.80392,-87.6251,527,potential
1975,41.80892,-87.6251,465,potential
1976,41.81392,-87.6251,526,potential
1977,41.81892,-87.6251,599,potential
1978,41.82392,-87.6251,645,potential
1979,41.82892,-87.6251,674,potential
1980,41.83392,-87.6251,639,potential
1981,41.83892,-87.6251,609,potential
1982,41.84392,-87.6251,661,potential
1983,41.84892,-87.6251,649,potential
1984,41.85392,-87.6251,585,potential
1985,41.85892,-87.6251,532,potential
1986,41.86392,-87.6251,473,potential
1987,41.86892,-87.6251,396,potential
1988,41.87392,-87.6251,353,potential
1989,41.87892,-87.6251,264,potential
1990,41.88392,-87.6251,272,potential
1991,41.88892,-87.6251,167,potential
1992,41.89392,-87.6251,47,potential
1993,41.89892,-87.6251,135,potential
1994,41.90392,-87.6251,179,potential
1995,41.90892,-87.6251,318,potential
1996,41.91392,-87.6251,322,potential
1997,41.66392,-87.6201,558,potential
1998,41.66892,-87.6201,454,potential
1999,41.67392,-87.6201,563,potential
2000,41.67892,-87.6201,529,potential
2001,41.68392,-87.6201,495,potential
2002,41.68892,-87.6201,455,potential
2003,41.69392,-87.6201,445,potential
2004,41.69892,-87.6201,365,potential
2005,41.70392,-87.6201,356,potential
2006,41.70892,-87.6201,410,potential
2007,41.71392,-87.6201,312,potential
2008,41.71892,-87.6201,334,potential
2009,41.72392,-87.6201,317,potential
2010,41.72892,-87.6201,247,potential
2011,41.73392,-87.6201,147,potential
2012,41.73892,-87.6201,221,potential
2013,41.74392,-87.6201,231,potential
2014,41.74892,-87.6201,187,potential
2015,41.75392,-87.6201,130,potential
2016,41.75892,-87.6201,105,potential
2017,41.76392,-87.6201,149,potential
2018,41.76892,-87.6201,207,potential
2019,41.77392,-87.6201,232,potential
2020,41.77892,-87.6201,272,potential
2021,41.78392,-87.6201,358,potential
2022,41.78892,-87.6201,391,potential
2023,41.79392,-87.6201,404,potential
2024,41.79892,-87.6201,474,potential
2025,41.80392,-87.6201,570,potential
2026,41.80892,-87.6201,522,potential
2027,41.81392,-87.6201,635,potential
2028,41.81892,-87.6201,651,potential
2029,41.82392,-87.6201,584,potential
2030,41.82892,-87.6201,635,potential
2031,41.83392,-87.6201,693,potential
2032,41.83892,-87.6201,623,potential
2033,41.84392,-87.6201,626,potential
2034,41.84892,-87.6201,671,potential
2035,41.85392,-87.6201,621,potential
2036,41.85892,-87.6201,568,potential
2037,41.86392,-87.6201,500,potential
2038,41.86892,-87.6201,350,potential
2039,41.87392,-87.6201,299,potential
2040,41.87892,-87.6201,237,potential
2041,41.88392,-87.6201,167,potential
2042,41.88892,-87.6201,109,potential
2043,41.89392,-87.6201,42,potential
2044,41.89892,-87.6201,168,potential
2045,41.64892,-87.6151,782,potential
2046,41.65392,-87.6151,720,potential
2047,41.65892,-87.6151,664,potential
2048,41.66392,-87.6151,591,potential
2049,41.66892,-87.6151,551,potential
2050,41.67392,-87.6151,624,potential
2051,41.67892,-87.6151,571,potential
2052,41.68392,-87.6151,562,potential
2053,41.68892,-87.6151,525,potential
2054,41.69392,-87.6151,472,potential
2055,41.69892,-87.6151,404,potential
2056,41.70392,-87.6151,406,potential
2057,41.70892,-87.6151,390,potential
2058,41.71392,-87.6151,382,potential
2059,41.71892,-87.6151,406,potential
2060,41.72392,-87.6151,315,potential
2061,41.72892,-87.6151,263,potential
2062,41.73392,-87.6151,212,potential
2063,41.73892,-87.6151,229,potential
2064,41.74392,-87.6151,190,potential
2065,41.74892,-87.6151,211,potential
2066,41.75392,-87.6151,63,potential
2067,41.75892,-87.6151,69,potential
2068,41.76392,-87.6151,162,potential
2069,41.76892,-87.6151,198,potential
2070,41.77392,-87.6151,266,potential
2071,41.77892,-87.6151,259,potential
2072,41.78392,-87.6151,387,potential
2073,41.78892,-87.6151,445,potential
2074,41.79392,-87.6151,404,potential
2075,41.79892,-87.6151,532,potential
2076,41.80392,-87.6151,427,potential
2077,41.80892,-87.6151,464,potential
2078,41.81392,-87.6151,583,potential
2079,41.81892,-87.6151,612,potential
2080,41.82392,-87.6151,694,potential
2081,41.82892,-87.6151,677,potential
2082,41.83392,-87.6151,739,potential
2083,41.83892,-87.6151,650,potential
2084,41.84392,-87.6151,637,potential
2085,41.84892,-87.6151,532,potential
2086,41.85392,-87.6151,569,potential
2087,41.85892,-87.6151,529,potential
2088,41.86392,-87.6151,526,potential
2089,41.87892,-87.6151,266,potential
2090,41.88392,-87.6151,270,potential
2091,41.88892,-87.6151,170,potential
2092,41.89392,-87.6151,100,potential
2093,41.64892,-87.6101,765,potential
2094,41.65392,-87.6101,755,potential
2095,41.65892,-87.6101,718,potential
2096,41.66392,-87.6101,669,potential
2097,41.66892,-87.6101,581,potential
2098,41.67392,-87.6101,654,potential
2099,41.67892,-87.6101,601,potential
2100,41.68392,-87.6101,606,potential
2101,41.68892,-87.6101,563,potential
2102,41.69392,-87.6101,544,potential
2103,41.69892,-87.6101,448,potential
2104,41.70392,-87.6101,489,potential
2105,41.70892,-87.6101,453,potential
2106,41.71392,-87.6101,458,potential
2107,41.71892,-87.6101,450,potential
2108,41.72392,-87.6101,395,potential
2109,41.72892,-87.6101,322,potential
2110,41.73392,-87.6101,290,potential
2111,41.73892,-87.6101,190,potential
2112,41.74392,-87.6101,158,potential
2113,41.74892,-87.6101,146,potential
2114,41.75392,-87.6101,118,potential
2115,41.75892,-87.6101,85,potential
2116,41.76392,-87.6101,164,potential
2117,41.76892,-87.6101,252,potential
2118,41.77392,-87.6101,296,potential
2119,41.77892,-87.6101,296,potential
2120,41.78392,-87.6101,373,potential
2121,41.78892,-87.6101,472,potential
2122,41.79392,-87.6101,446,potential
2123,41.79892,-87.6101,599,potential
2124,41.80392,-87.6101,593,potential
2125,41.80892,-87.6101,679,potential
2126,41.81392,-87.6101,834,potential
2127,41.81892,-87.6101,788,potential
2128,41.82392,-87.6101,681,potential
2129,41.82892,-87.6101,760,potential
2130,41.83392,-87.6101,798,potential
2131,41.83892,-87.6101,603,potential
2132,41.84392,-87.6101,672,potential
2133,41.84892,-87.6101,621,potential
2134,41.85392,-87.6101,655,potential
2135,41.85892,-87.6101,685,potential
2136,41.86392,-87.6101,639,potential
2137,41.86892,-87.6101,532,potential
2138,41.87892,-87.6101,295,potential
2139,41.89392,-87.6101,220,potential
2140,41.64892,-87.6051,747,potential
2141,41.65392,-87.6051,841,potential
2142,41.65892,-87.6051,730,potential
2143,41.66392,-87.6051,631,potential
2144,41.66892,-87.6051,605,potential
2145,41.67392,-87.6051,670,potential
2146,41.67892,-87.6051,643,potential
2147,41.68392,-87.6051,661,potential
2148,41.68892,-87.6051,595,potential
2149,41.69392,-87.6051,570,potential
2150,41.69892,-87.6051,565,potential
2151,41.70392,-87.6051,536,potential
2152,41.70892,-87.6051,477,potential
2153,41.71392,-87.6051,423,potential
2154,41.71892,-87.6051,290,potential
2155,41.72392,-87.6051,452,potential
2156,41.72892,-87.6051,321,potential
2157,41.73392,-87.6051,212,potential
2158,41.73892,-87.6051,174,potential
2159,41.74392,-87.6051,214,potential
2160,41.74892,-87.6051,196,potential
2161,41.75392,-87.6051,140,potential
2162,41.75892,-87.6051,124,potential
2163,41.76392,-87.6051,177,potential
2164,41.76892,-87.6051,237,potential
2165,41.77392,-87.6051,303,potential
2166,41.77892,-87.6051,334,potential
2167,41.78392,-87.6051,438,potential
2168,41.78892,-87.6051,554,potential
2169,41.79392,-87.6051,499,potential
2170,41.79892,-87.6051,563,potential
2171,41.80392,-87.6051,648,potential
2172,41.80892,-87.6051,668,potential
2173,41.81392,-87.6051,846,potential
2174,41.81892,-87.6051,742,potential
2175,41.82392,-87.6051,682,potential
2176,41.82892,-87.6051,825,potential
2177,41.83392,-87.6051,665,potential
2178,41.83892,-87.6051,611,potential
2179,41.84392,-87.6051,636,potential
2180,41.84892,-87.6051,623,potential
2181,41.85392,-87.6051,644,potential
2182,41.85892,-87.6051,703,potential
2183,41.86392,-87.6051,593,potential
2184,41.89392,-87.6051,259,potential
2185,41.64892,-87.6001,740,potential
2186,41.65392,-87.6001,849,potential
2187,41.65892,-87.6001,751,potential
2188,41.66392,-87.6001,702,potential
2189,41.66892,-87.6001,526,potential
2190,41.67392,-87.6001,732,potential
2191,41.67892,-87.6001,683,potential
2192,41.68392,-87.6001,663,potential
2193,41.68892,-87.6001,687,potential
2194,41.69392,-87.6001,675,potential
2195,41.69892,-87.6001,642,potential
2196,41.70392,-87.6001,634,potential
2197,41.70892,-87.6001,556,potential
2198,41.71392,-87.6001,453,potential
2199,41.71892,-87.6001,459,potential
2200,41.72392,-87.6001,412,potential
2201,41.72892,-87.6001,356,potential
2202,41.73392,-87.6001,247,potential
2203,41.73892,-87.6001,140,potential
2204,41.74392,-87.6001,69,potential
2205,41.74892,-87.6001,276,potential
2206,41.75392,-87.6001,261,potential
2207,41.75892,-87.6001,160,potential
2208,41.76392,-87.6001,228,potential
2209,41.76892,-87.6001,295,potential
2210,41.77392,-87.6001,361,potential
2211,41.77892,-87.6001,389,potential
2212,41.78392,-87.6001,539,potential
2213,41.78892,-87.6001,554,potential
2214,41.79392,-87.6001,515,potential
2215,41.79892,-87.6001,985,potential
2216,41.80392,-87.6001,905,potential
2217,41.80892,-87.6001,818,potential
